Unnamed: 0,1: Easy to Use  (Clear Steps),1: Works Fine (Fast),2: Recomendaría,5: Long-term users,6: Adapt from Previous Versions,8: Amazon purchase (price),11: Easy to Use,12: Online version (mobile app),15: Install/download problems,20: Turbo Tax,21: SO versions,23: Interface User friendly,Dom_Topic
42050,0.03,0.03,0.03,0.08,0.06,0.03,0.03,0.03,0.03,0.08,0.03,0.03,7
42051,0.03,0.05,0.02,0.02,0.05,0.02,0.03,0.02,0.2,0.04,0.02,0.02,15
42052,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
42053,0.04,0.04,0.04,0.04,0.04,0.07,0.07,0.04,0.04,0.04,0.04,0.04,3
42054,0.02,0.04,0.02,0.11,0.04,0.06,0.02,0.02,0.02,0.09,0.02,0.02,5
42055,0.03,0.03,0.07,0.14,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.05,5
42056,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,18
42057,0.01,0.01,0.03,0.05,0.03,0.04,0.01,0.03,0.13,0.14,0.01,0.01,7
42058,0.07,0.07,0.03,0.12,0.03,0.03,0.07,0.03,0.06,0.09,0.03,0.03,5
42059,0.03,0.11,0.03,0.03,0.03,0.03,0.07,0.05,0.03,0.06,0.03,0.03,1
42060,0.11,0.04,0.07,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0
42061,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0
42062,0.03,0.03,0.07,0.11,0.03,0.07,0.03,0.03,0.03,0.1,0.03,0.03,5
42063,0.01,0.01,0.01,0.03,0.03,0.07,0.01,0.02,0.05,0.19,0.02,0.01,20
42064,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.15,0.03,0.06,20
42065,0.02,0.02,0.02,0.08,0.07,0.02,0.07,0.02,0.03,0.25,0.03,0.02,20
42066,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
42067,0.12,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
42068,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.05,0.04,0.03,0.04,0.03,11
42069,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,18
42070,0.04,0.04,0.04,0.03,0.08,0.04,0.04,0.03,0.07,0.04,0.03,0.04,6
42071,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,5
42072,0.02,0.02,0.02,0.07,0.02,0.05,0.02,0.02,0.04,0.3,0.02,0.02,20
42073,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.06,3
42074,0.07,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.1,0.03,0.03,14
42075,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,19
42076,0.02,0.02,0.02,0.06,0.02,0.02,0.07,0.02,0.02,0.04,0.02,0.02,3
42077,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.1,0.05,0.04,0.04,11
42078,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,5
42079,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.11,0.23,0.02,0.02,20
42080,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.15,0.03,0.03,20
42081,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
42082,0.03,0.02,0.02,0.07,0.05,0.02,0.02,0.02,0.06,0.09,0.02,0.02,7
42083,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
42084,0.08,0.01,0.01,0.01,0.06,0.03,0.01,0.02,0.12,0.01,0.02,0.06,7
42085,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.06,0.03,0.03,0.03,10
42086,0.06,0.03,0.06,0.12,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.03,5
42087,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.21,0.04,0.01,22
42088,0.02,0.02,0.04,0.03,0.04,0.04,0.04,0.02,0.02,0.17,0.02,0.02,20
42089,0.04,0.04,0.07,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,2
42090,0.06,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.2,0.04,0.03,20
42091,0.03,0.03,0.03,0.19,0.03,0.03,0.03,0.02,0.03,0.07,0.03,0.03,5
42092,0.06,0.03,0.03,0.05,0.06,0.08,0.03,0.02,0.02,0.05,0.03,0.06,8
42093,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
42094,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
42095,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,17
42096,0.07,0.04,0.04,0.04,0.07,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0
42097,0.02,0.04,0.02,0.02,0.08,0.06,0.02,0.03,0.04,0.08,0.12,0.04,21
42098,0.03,0.03,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.11,0.03,0.03,20
42099,0.03,0.07,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.07,5
42100,0.02,0.06,0.02,0.02,0.02,0.02,0.05,0.05,0.07,0.07,0.02,0.02,7
42101,0.05,0.03,0.02,0.08,0.06,0.03,0.02,0.02,0.03,0.08,0.02,0.02,17
42102,0.06,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
42103,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,9
42104,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,19
42105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.07,0.06,0.06,7
42106,0.03,0.07,0.03,0.03,0.03,0.07,0.03,0.03,0.07,0.11,0.03,0.03,20
42107,0.03,0.06,0.03,0.13,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,5
42108,0.05,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.03,0.23,0.03,0.02,20
42109,0.04,0.04,0.04,0.03,0.04,0.03,0.08,0.03,0.03,0.03,0.03,0.04,4
42110,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
42111,0.06,0.03,0.03,0.03,0.03,0.03,0.06,0.06,0.06,0.11,0.03,0.03,20
42112,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
42113,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03,0.11,0.03,0.03,20
42114,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.07,0.04,0.04,11
42115,0.03,0.03,0.09,0.03,0.03,0.06,0.03,0.03,0.06,0.07,0.03,0.03,9
42116,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,14
42117,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
42118,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,9
42119,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.11,0.04,0.03,20
42120,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.04,6
42121,0.05,0.02,0.05,0.09,0.02,0.06,0.03,0.05,0.16,0.07,0.03,0.02,15
42122,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
42123,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,4
42124,0.07,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.04,0.03,0.06,0.03,8
42125,0.05,0.03,0.03,0.08,0.08,0.06,0.03,0.03,0.05,0.16,0.03,0.03,20
42126,0.03,0.04,0.03,0.03,0.08,0.05,0.03,0.03,0.07,0.03,0.03,0.04,16
42127,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.05,0.1,0.06,0.05,20
42128,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03,17
42129,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.14,0.03,0.05,20
42130,0.02,0.09,0.02,0.06,0.06,0.04,0.02,0.02,0.02,0.08,0.09,0.02,7
42131,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,19
42132,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
42133,0.01,0.01,0.03,0.07,0.03,0.02,0.03,0.01,0.06,0.18,0.02,0.01,20
42134,0.04,0.04,0.04,0.11,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,5
42135,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.04,0.06,0.03,0.03,17
42136,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.07,0.04,0.11,0.04,0.04,20
42137,0.02,0.02,0.06,0.08,0.02,0.06,0.04,0.09,0.05,0.14,0.05,0.02,20
42138,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.3,0.02,0.02,20
42139,0.03,0.03,0.03,0.03,0.03,0.07,0.07,0.04,0.07,0.12,0.04,0.03,20
42140,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.04,0.04,0.04,8
42141,0.02,0.04,0.02,0.02,0.06,0.02,0.02,0.07,0.02,0.18,0.03,0.02,20
42142,0.02,0.02,0.02,0.08,0.02,0.04,0.02,0.02,0.04,0.06,0.03,0.02,7
42143,0.02,0.02,0.02,0.01,0.02,0.04,0.02,0.01,0.04,0.39,0.02,0.02,20
42144,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.07,0.04,0.04,14
42145,0.05,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.24,0.02,0.02,20
42146,0.03,0.03,0.07,0.07,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,2
42147,0.02,0.02,0.02,0.04,0.02,0.04,0.02,0.07,0.03,0.1,0.12,0.02,21
42148,0.04,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.03,0.03,17
42149,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,22
42150,0.08,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,5
42151,0.03,0.07,0.03,0.03,0.03,0.07,0.03,0.04,0.06,0.03,0.03,0.03,7
42152,0.05,0.02,0.02,0.03,0.02,0.02,0.03,0.04,0.08,0.13,0.02,0.02,9
42153,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.05,0.03,0.03,1
42154,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,3
42155,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
42156,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.04,0.04,0.04,3
42157,0.06,0.02,0.03,0.01,0.05,0.03,0.02,0.02,0.13,0.17,0.02,0.02,20
42158,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.15,0.04,0.04,20
42159,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
42160,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.18,0.03,0.04,0.03,15
42161,0.01,0.01,0.01,0.05,0.06,0.01,0.03,0.02,0.01,0.32,0.03,0.01,20
42162,0.02,0.02,0.02,0.09,0.07,0.02,0.03,0.1,0.05,0.11,0.02,0.02,14
42163,0.02,0.01,0.01,0.03,0.01,0.02,0.03,0.06,0.01,0.26,0.01,0.01,20
42164,0.05,0.07,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.12,0.03,0.03,20
42165,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
42166,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.05,0.24,0.02,0.05,20
42167,0.02,0.01,0.02,0.03,0.04,0.01,0.02,0.06,0.01,0.28,0.02,0.04,20
42168,0.02,0.03,0.01,0.08,0.05,0.05,0.01,0.01,0.02,0.07,0.01,0.01,3
42169,0.07,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0
42170,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.03,0.08,0.01,0.01,14
42171,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.04,0.08,0.12,0.07,0.03,20
42172,0.03,0.03,0.03,0.1,0.07,0.04,0.03,0.03,0.05,0.03,0.03,0.03,5
42173,0.03,0.05,0.02,0.02,0.02,0.02,0.05,0.05,0.02,0.22,0.02,0.02,20
42174,0.03,0.02,0.05,0.02,0.02,0.05,0.02,0.02,0.03,0.1,0.02,0.02,22
42175,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
42176,0.03,0.06,0.06,0.03,0.09,0.12,0.03,0.03,0.06,0.03,0.03,0.06,8
42177,0.02,0.02,0.05,0.12,0.02,0.05,0.07,0.02,0.04,0.14,0.03,0.02,20
42178,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.03,0.02,0.11,0.05,0.02,17
42179,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.06,0.04,0.04,0.03,0.03,3
42180,0.02,0.02,0.02,0.1,0.06,0.02,0.04,0.04,0.02,0.13,0.02,0.02,20
42181,0.03,0.06,0.03,0.06,0.03,0.11,0.06,0.03,0.03,0.09,0.03,0.03,8
42182,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,4
42183,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.17,0.03,0.03,20
42184,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,22
42185,0.03,0.03,0.07,0.18,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
42186,0.03,0.03,0.06,0.09,0.03,0.03,0.03,0.03,0.03,0.1,0.04,0.03,20
42187,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,12
42188,0.02,0.02,0.05,0.02,0.02,0.08,0.02,0.02,0.02,0.39,0.02,0.02,20
42189,0.02,0.04,0.02,0.06,0.02,0.11,0.02,0.02,0.06,0.17,0.03,0.02,20
42190,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
42191,0.04,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,5
42192,0.04,0.02,0.02,0.08,0.02,0.04,0.02,0.02,0.04,0.1,0.02,0.02,17
42193,0.03,0.03,0.05,0.07,0.03,0.03,0.05,0.03,0.05,0.13,0.03,0.03,20
42194,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.04,0.09,0.03,0.03,14
42195,0.04,0.06,0.03,0.02,0.03,0.03,0.03,0.03,0.05,0.07,0.03,0.08,17
42196,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.05,0.06,0.03,0.03,9
42197,0.03,0.05,0.02,0.08,0.02,0.02,0.05,0.02,0.02,0.08,0.02,0.02,14
42198,0.04,0.04,0.04,0.11,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.07,5
42199,0.09,0.04,0.02,0.05,0.08,0.02,0.04,0.02,0.03,0.12,0.02,0.02,20
42200,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,7
42201,0.02,0.02,0.03,0.04,0.02,0.04,0.02,0.04,0.04,0.2,0.02,0.04,20
42202,0.03,0.09,0.03,0.03,0.03,0.07,0.03,0.04,0.09,0.03,0.03,0.03,1
42203,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.04,0.03,0.03,0.03,7
42204,0.04,0.02,0.04,0.02,0.07,0.06,0.04,0.02,0.02,0.16,0.02,0.02,20
42205,0.02,0.05,0.02,0.02,0.09,0.09,0.05,0.03,0.03,0.16,0.03,0.02,20
42206,0.03,0.03,0.06,0.1,0.03,0.03,0.03,0.06,0.03,0.1,0.03,0.03,5
42207,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
42208,0.05,0.02,0.02,0.02,0.02,0.05,0.02,0.08,0.02,0.17,0.04,0.02,20
42209,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.1,0.03,0.03,20
42210,0.03,0.04,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.18,0.04,0.03,20
42211,0.03,0.03,0.03,0.03,0.09,0.03,0.06,0.04,0.03,0.14,0.03,0.03,20
42212,0.09,0.03,0.03,0.05,0.03,0.03,0.09,0.03,0.03,0.08,0.03,0.06,9
42213,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.04,0.04,0.1,0.03,0.03,14
42214,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.04,0.09,0.03,0.06,14
42215,0.02,0.02,0.02,0.11,0.08,0.02,0.02,0.03,0.03,0.15,0.03,0.02,20
42216,0.02,0.05,0.02,0.02,0.05,0.02,0.02,0.04,0.09,0.02,0.02,0.02,3
42217,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.07,0.03,0.07,0.03,9
42218,0.02,0.01,0.01,0.07,0.09,0.01,0.01,0.03,0.07,0.06,0.02,0.01,9
42219,0.03,0.03,0.03,0.09,0.06,0.03,0.03,0.06,0.03,0.12,0.03,0.03,20
42220,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.1,0.03,0.09,20
42221,0.11,0.02,0.02,0.03,0.02,0.05,0.04,0.02,0.02,0.23,0.05,0.02,20
42222,0.09,0.03,0.03,0.04,0.03,0.03,0.09,0.03,0.04,0.07,0.03,0.03,0
42223,0.06,0.03,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.12,0.03,0.03,14
42224,0.03,0.07,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.07,0.03,0.03,1
42225,0.02,0.02,0.05,0.15,0.02,0.02,0.02,0.02,0.03,0.11,0.02,0.02,5
42226,0.02,0.04,0.05,0.01,0.02,0.09,0.05,0.03,0.16,0.01,0.02,0.02,15
42227,0.01,0.01,0.01,0.04,0.05,0.01,0.01,0.06,0.02,0.39,0.01,0.03,20
42228,0.05,0.01,0.04,0.05,0.02,0.02,0.01,0.06,0.01,0.11,0.02,0.02,22
42229,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
42230,0.03,0.03,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,5
42231,0.03,0.03,0.03,0.03,0.06,0.03,0.09,0.03,0.03,0.03,0.03,0.03,22
42232,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.26,0.02,0.02,20
42233,0.02,0.02,0.02,0.02,0.02,0.1,0.05,0.02,0.02,0.18,0.02,0.02,20
42234,0.06,0.09,0.02,0.16,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.03,5
42235,0.02,0.02,0.02,0.13,0.02,0.05,0.02,0.02,0.02,0.3,0.02,0.02,20
42236,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.3,0.02,0.05,20
42237,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.03,15
42238,0.11,0.03,0.02,0.02,0.02,0.02,0.05,0.09,0.05,0.15,0.02,0.03,20
42239,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,11
42240,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,11
42241,0.07,0.05,0.02,0.02,0.05,0.05,0.02,0.02,0.02,0.09,0.02,0.02,3
42242,0.02,0.02,0.03,0.1,0.02,0.02,0.02,0.02,0.03,0.22,0.02,0.02,20
42243,0.01,0.02,0.01,0.03,0.02,0.03,0.01,0.03,0.04,0.36,0.01,0.01,20
42244,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
42245,0.01,0.01,0.01,0.06,0.01,0.17,0.01,0.04,0.01,0.19,0.03,0.01,20
42246,0.03,0.03,0.03,0.11,0.03,0.06,0.05,0.03,0.03,0.09,0.03,0.03,5
42247,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,3
42248,0.04,0.02,0.07,0.1,0.02,0.02,0.02,0.03,0.02,0.14,0.02,0.02,20
42249,0.03,0.08,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.11,0.03,0.05,14
42250,0.05,0.03,0.03,0.02,0.03,0.08,0.03,0.03,0.05,0.05,0.03,0.03,8
42251,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.04,0.04,0.04,8
42252,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.03,0.03,0.16,0.03,0.06,20
42253,0.01,0.03,0.03,0.04,0.01,0.02,0.01,0.02,0.04,0.1,0.01,0.05,10
42254,0.04,0.04,0.04,0.15,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,5
42255,0.03,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.28,0.03,0.03,20
42256,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.02,0.1,0.02,0.02,17
42257,0.03,0.03,0.03,0.09,0.06,0.03,0.09,0.03,0.09,0.03,0.03,0.03,5
42258,0.02,0.02,0.09,0.02,0.02,0.07,0.02,0.02,0.11,0.04,0.02,0.02,15
42259,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.07,0.07,0.03,3
42260,0.03,0.03,0.07,0.06,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.03,22
42261,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.12,0.02,0.02,9
42262,0.04,0.04,0.02,0.03,0.02,0.02,0.06,0.02,0.12,0.07,0.02,0.02,15
42263,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
42264,0.09,0.02,0.02,0.04,0.04,0.08,0.04,0.04,0.09,0.14,0.02,0.02,20
42265,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,22
42266,0.03,0.03,0.03,0.03,0.03,0.12,0.06,0.03,0.03,0.14,0.03,0.03,20
42267,0.02,0.02,0.02,0.07,0.02,0.02,0.06,0.02,0.08,0.13,0.02,0.02,20
42268,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.04,0.03,0.23,0.03,0.02,20
42269,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
42270,0.02,0.02,0.02,0.07,0.04,0.04,0.02,0.04,0.03,0.32,0.02,0.02,20
42271,0.01,0.01,0.04,0.1,0.01,0.01,0.04,0.06,0.06,0.07,0.01,0.01,7
42272,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.2,0.02,0.01,20
42273,0.02,0.02,0.02,0.05,0.02,0.03,0.05,0.03,0.09,0.15,0.02,0.02,20
42274,0.08,0.05,0.05,0.02,0.02,0.02,0.05,0.02,0.06,0.02,0.02,0.02,17
42275,0.07,0.03,0.03,0.1,0.03,0.03,0.03,0.09,0.04,0.03,0.03,0.03,5
42276,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,0.03,20
42277,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.06,0.03,0.17,0.03,0.03,20
42278,0.07,0.01,0.07,0.04,0.01,0.03,0.03,0.01,0.03,0.14,0.02,0.01,7
42279,0.02,0.02,0.04,0.02,0.07,0.02,0.02,0.11,0.08,0.1,0.06,0.02,12
42280,0.03,0.03,0.03,0.11,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,5
42281,0.03,0.03,0.03,0.1,0.03,0.02,0.03,0.06,0.05,0.15,0.02,0.03,20
42282,0.07,0.03,0.03,0.13,0.03,0.03,0.06,0.03,0.03,0.09,0.03,0.03,5
42283,0.07,0.03,0.03,0.03,0.03,0.03,0.14,0.03,0.04,0.09,0.03,0.03,11
42284,0.03,0.03,0.03,0.21,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
42285,0.03,0.01,0.04,0.05,0.02,0.01,0.01,0.03,0.03,0.23,0.07,0.01,20
42286,0.14,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.15,0.03,0.03,20
42287,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.02,0.04,0.16,0.02,0.02,20
42288,0.03,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.04,0.15,0.03,0.02,20
42289,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.05,0.12,0.03,0.02,22
42290,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0
42291,0.03,0.03,0.05,0.05,0.03,0.03,0.09,0.03,0.03,0.07,0.03,0.03,7
42292,0.01,0.01,0.04,0.06,0.03,0.02,0.01,0.05,0.31,0.06,0.04,0.01,15
42293,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.02,0.01,0.35,0.01,0.01,20
42294,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.07,0.11,0.03,0.03,20
42295,0.11,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.07,0
42296,0.01,0.01,0.05,0.05,0.01,0.04,0.01,0.05,0.03,0.03,0.04,0.01,7
42297,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.21,0.03,0.03,20
42298,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.1,0.04,0.04,0.07,15
42299,0.03,0.03,0.03,0.15,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,5
42300,0.03,0.03,0.05,0.02,0.02,0.05,0.03,0.05,0.02,0.11,0.03,0.02,20
42301,0.03,0.03,0.06,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
42302,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.12,0.09,0.03,0.03,15
42303,0.02,0.02,0.02,0.05,0.05,0.02,0.02,0.06,0.03,0.07,0.04,0.02,16
42304,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
42305,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.04,0.03,0.04,0.1,0.03,7
42306,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.21,0.03,0.03,20
42307,0.03,0.03,0.03,0.08,0.03,0.03,0.06,0.03,0.03,0.11,0.03,0.06,3
42308,0.03,0.03,0.03,0.06,0.04,0.03,0.03,0.03,0.06,0.03,0.05,0.12,17
42309,0.02,0.04,0.03,0.03,0.02,0.03,0.02,0.04,0.05,0.08,0.02,0.02,22
42310,0.04,0.01,0.01,0.02,0.01,0.03,0.02,0.04,0.02,0.21,0.03,0.01,20
